ID,Warehouse_block,Region,Manager,Cost_of_the_Product
6564,F,Central,Eve,303
6565,D,West,David,257
6566,F,Central,Eve,259
6567,A,North,Alice,249
6568,B,East,Bob,289
6569,C,South,Carol,308
6570,F,Central,Eve,297
6571,D,West,David,255
6572,F,Central,Eve,266
6573,A,North,Alice,302
6574,B,East,Bob,223
6575,C,South,Carol,261
6576,F,Central,Eve,273
6577,D,West,David,260
6578,F,Central,Eve,266
6579,A,North,Alice,164
6580,B,East,Bob,240
6581,C,South,Carol,305
6582,F,Central,Eve,248
6583,D,West,David,279
6584,F,Central,Eve,244
6585,A,North,Alice,267
6586,B,East,Bob,275
6587,C,South,Carol,299
6588,F,Central,Eve,254
6589,D,West,David,273
6590,F,Central,Eve,218
6591,A,North,Alice,267
6592,B,East,Bob,259
6593,C,South,Carol,272
6594,F,Central,Eve,281
6595,D,West,David,267
6596,F,Central,Eve,260
6597,A,North,Alice,261
6598,B,East,Bob,219
6599,C,South,Carol,264
6600,F,Central,Eve,310
6601,D,West,David,297
6602,F,Central,Eve,274
6603,A,North,Alice,246
6604,B,East,Bob,221
6605,C,South,Carol,295
6606,F,Central,Eve,259
6607,D,West,David,138
6608,F,Central,Eve,250
6609,A,North,Alice,236
6610,B,East,Bob,267
6611,C,South,Carol,283
6612,F,Central,Eve,244
6613,D,West,David,260
6614,F,Central,Eve,276
6615,A,North,Alice,307
6616,B,East,Bob,266
6617,C,South,Carol,237
6618,F,Central,Eve,251
6619,D,West,David,247
6620,F,Central,Eve,279
6621,A,North,Alice,230
6622,B,East,Bob,234
6623,C,South,Carol,152
6624,F,Central,Eve,160
6625,D,West,David,263
6626,F,Central,Eve,164
6627,A,North,Alice,209
6628,B,East,Bob,245
6629,C,South,Carol,172
6630,F,Central,Eve,180
6631,D,West,David,145
6632,F,Central,Eve,248
6633,A,North,Alice,242
6634,B,East,Bob,237
6635,C,South,Carol,203
6636,F,Central,Eve,186
6637,D,West,David,155
6638,F,Central,Eve,153
6639,A,North,Alice,199
6640,B,East,Bob,219
6641,C,South,Carol,156
6642,F,Central,Eve,135
6643,D,West,David,244
6644,F,Central,Eve,183
6645,A,North,Alice,258
6646,B,East,Bob,168
6647,C,South,Carol,161
6648,F,Central,Eve,246
6649,D,West,David,232
6650,F,Central,Eve,155
6651,A,North,Alice,162
6652,B,East,Bob,123
6653,C,South,Carol,235
6654,F,Central,Eve,179
6655,D,West,David,202
6656,F,Central,Eve,272
6657,A,North,Alice,185
6658,B,East,Bob,188
6659,C,South,Carol,250
6660,F,Central,Eve,224
6661,D,West,David,261
6662,F,Central,Eve,200
6663,A,North,Alice,200
6664,B,East,Bob,143
6665,C,South,Carol,199
6666,F,Central,Eve,157
6667,D,West,David,225
6668,F,Central,Eve,152
6669,A,North,Alice,236
6670,B,East,Bob,266
6671,C,South,Carol,243
6672,F,Central,Eve,224
6673,D,West,David,153
6674,F,Central,Eve,232
6675,A,North,Alice,253
6676,B,East,Bob,150
6677,C,South,Carol,198
6678,F,Central,Eve,231
6679,D,West,David,135
6680,F,Central,Eve,153
6681,A,North,Alice,201
6682,B,East,Bob,273
6683,C,South,Carol,245
6684,F,Central,Eve,157
6685,D,West,David,150
6686,F,Central,Eve,243
6687,A,North,Alice,105
6688,B,East,Bob,221
6689,C,South,Carol,236
6690,F,Central,Eve,263
6691,D,West,David,213
6692,F,Central,Eve,259
6693,A,North,Alice,190
6694,B,East,Bob,213
6695,C,South,Carol,261
6696,F,Central,Eve,254
6697,D,West,David,151
6698,F,Central,Eve,187
6699,A,North,Alice,139
6700,B,East,Bob,173
6701,C,South,Carol,136
6702,F,Central,Eve,272
6703,D,West,David,116
6704,F,Central,Eve,181
6705,A,North,Alice,230
6706,B,East,Bob,127
6707,C,South,Carol,182
6708,F,Central,Eve,186
6709,D,West,David,271
6710,F,Central,Eve,171
6711,A,North,Alice,238
6712,B,East,Bob,184
6713,C,South,Carol,214
6714,F,Central,Eve,279
6715,D,West,David,168
6716,F,Central,Eve,221
6717,A,North,Alice,260
6718,B,East,Bob,204
6719,C,South,Carol,142
6720,F,Central,Eve,178
6721,D,West,David,203
6722,F,Central,Eve,180
6723,A,North,Alice,193
6724,B,East,Bob,99
6725,C,South,Carol,250
6726,F,Central,Eve,152
6727,D,West,David,265
6728,F,Central,Eve,226
6729,A,North,Alice,234
6730,B,East,Bob,225
6731,C,South,Carol,161
6732,F,Central,Eve,246
6733,D,West,David,162
6734,F,Central,Eve,135
6735,A,North,Alice,201
6736,B,East,Bob,235
6737,C,South,Carol,214
6738,F,Central,Eve,245
6739,D,West,David,192
6740,F,Central,Eve,179
6741,A,North,Alice,210
6742,B,East,Bob,209
6743,C,South,Carol,200
6744,F,Central,Eve,165
6745,D,West,David,168
6746,F,Central,Eve,203
6747,A,North,Alice,202
6748,B,East,Bob,266
6749,C,South,Carol,248
6750,F,Central,Eve,173
6751,D,West,David,156
6752,F,Central,Eve,109
6753,A,North,Alice,250
6754,B,East,Bob,195
6755,C,South,Carol,160
6756,F,Central,Eve,189
6757,D,West,David,239
6758,F,Central,Eve,204
6759,A,North,Alice,156
6760,B,East,Bob,192
6761,C,South,Carol,233
6762,F,Central,Eve,253
6763,D,West,David,277
6764,F,Central,Eve,211
6765,A,North,Alice,172
6766,B,East,Bob,211
6767,C,South,Carol,248
6768,F,Central,Eve,176
6769,D,West,David,100
6770,F,Central,Eve,195
6771,A,North,Alice,137
6772,B,East,Bob,195
6773,C,South,Carol,185
6774,F,Central,Eve,250
6775,D,West,David,150
6776,F,Central,Eve,166
6777,A,North,Alice,257
6778,B,East,Bob,249
6779,C,South,Carol,268
6780,F,Central,Eve,273
6781,D,West,David,246
6782,F,Central,Eve,142
6783,A,North,Alice,168
6784,B,East,Bob,249
6785,C,South,Carol,220
6786,F,Central,Eve,189
6787,D,West,David,237
6788,F,Central,Eve,247
6789,A,North,Alice,250
6790,B,East,Bob,207
6791,C,South,Carol,201
6792,F,Central,Eve,142
6793,D,West,David,207
6794,F,Central,Eve,214
6795,A,North,Alice,134
6796,B,East,Bob,178
6797,C,South,Carol,186
6798,F,Central,Eve,250
6799,D,West,David,172
6800,F,Central,Eve,265
6801,A,North,Alice,158
6802,B,East,Bob,180
6803,C,South,Carol,173
6804,F,Central,Eve,153
6805,D,West,David,182
6806,F,Central,Eve,192
6807,A,North,Alice,285
6808,B,East,Bob,151
6809,C,South,Carol,242
6810,F,Central,Eve,237
6811,D,West,David,259
6812,F,Central,Eve,249
6813,A,North,Alice,289
6814,B,East,Bob,308
6815,C,South,Carol,297
6816,F,Central,Eve,255
6817,D,West,David,266
6818,F,Central,Eve,302
6819,A,North,Alice,223
6820,B,East,Bob,261
6821,C,South,Carol,273
6822,F,Central,Eve,260
6823,D,West,David,266
6824,F,Central,Eve,164
6825,A,North,Alice,240
6826,B,East,Bob,305
6827,C,South,Carol,248
6828,F,Central,Eve,279
6829,D,West,David,244
6830,F,Central,Eve,267
6831,A,North,Alice,275
6832,B,East,Bob,168
6833,C,South,Carol,249
6834,F,Central,Eve,220
6835,D,West,David,189
6836,F,Central,Eve,237
6837,A,North,Alice,247
6838,B,East,Bob,250
6839,C,South,Carol,207
6840,F,Central,Eve,201
6841,D,West,David,142
6842,F,Central,Eve,207
6843,A,North,Alice,214
6844,B,East,Bob,134
6845,C,South,Carol,178
6846,F,Central,Eve,186
6847,D,West,David,250
6848,F,Central,Eve,172
6849,A,North,Alice,265
6850,B,East,Bob,158
6851,C,South,Carol,180
6852,F,Central,Eve,173
6853,D,West,David,153
6854,F,Central,Eve,182
6855,A,North,Alice,192
6856,B,East,Bob,285
6857,C,South,Carol,151
6858,F,Central,Eve,242
6859,D,West,David,237
6860,F,Central,Eve,259
6861,A,North,Alice,249
6862,B,East,Bob,289
6863,C,South,Carol,308
6864,F,Central,Eve,297
6865,D,West,David,255
6866,F,Central,Eve,266
6867,A,North,Alice,302
6868,B,East,Bob,223
6869,C,South,Carol,261
6870,F,Central,Eve,273
6871,D,West,David,260
6872,F,Central,Eve,266
6873,A,North,Alice,164
6874,B,East,Bob,240
6875,C,South,Carol,305
6876,F,Central,Eve,248
6877,D,West,David,279
6878,F,Central,Eve,244
6879,A,North,Alice,237
6880,B,East,Bob,251
6881,C,South,Carol,247
6882,F,Central,Eve,262
6883,D,West,David,223
6884,F,Central,Eve,275
6885,A,North,Alice,139
6886,B,East,Bob,245
6887,C,South,Carol,278
6888,F,Central,Eve,243
6889,D,West,David,309
6890,F,Central,Eve,279
6891,A,North,Alice,247
6892,B,East,Bob,235
6893,C,South,Carol,268
6894,F,Central,Eve,309
6895,D,West,David,308
6896,F,Central,Eve,237
6897,A,North,Alice,291
6898,B,East,Bob,264
6899,C,South,Carol,212
6900,F,Central,Eve,196
6901,D,West,David,260
6902,F,Central,Eve,266
6903,A,North,Alice,254
6904,B,East,Bob,249
6905,C,South,Carol,279
6906,F,Central,Eve,306
6907,D,West,David,249
6908,F,Central,Eve,297
6909,A,North,Alice,273
6910,B,East,Bob,299
6911,C,South,Carol,240
6912,F,Central,Eve,260
6913,D,West,David,251
6914,F,Central,Eve,256
6915,A,North,Alice,226
6916,B,East,Bob,262
6917,C,South,Carol,261
6918,F,Central,Eve,181
6919,D,West,David,254
6920,F,Central,Eve,288
6921,A,North,Alice,245
6922,B,East,Bob,252
6923,C,South,Carol,293
6924,F,Central,Eve,253
6925,D,West,David,245
6926,F,Central,Eve,247
6927,A,North,Alice,274
6928,B,East,Bob,283
6929,C,South,Carol,286
6930,F,Central,Eve,257
6931,D,West,David,258
6932,F,Central,Eve,201
6933,A,North,Alice,231
6934,B,East,Bob,161
6935,C,South,Carol,250
6936,F,Central,Eve,169
6937,D,West,David,191
6938,F,Central,Eve,271
6939,A,North,Alice,271
6940,B,East,Bob,224
6941,C,South,Carol,276
6942,F,Central,Eve,264
6943,D,West,David,185
6944,F,Central,Eve,253
6945,A,North,Alice,155
6946,B,East,Bob,219
6947,C,South,Carol,204
6948,F,Central,Eve,196
6949,D,West,David,205
6950,F,Central,Eve,187
6951,A,North,Alice,221
6952,B,East,Bob,143
6953,C,South,Carol,135
6954,F,Central,Eve,207
6955,D,West,David,245
6956,F,Central,Eve,257
6957,A,North,Alice,186
6958,B,East,Bob,246
6959,C,South,Carol,255
6960,F,Central,Eve,206
6961,D,West,David,178
6962,F,Central,Eve,274
6963,A,North,Alice,269
6964,B,East,Bob,282
6965,C,South,Carol,108
6966,F,Central,Eve,268
6967,D,West,David,215
6968,F,Central,Eve,169
6969,A,North,Alice,165
6970,B,East,Bob,192
6971,C,South,Carol,206
6972,F,Central,Eve,151
6973,D,West,David,150
6974,F,Central,Eve,250
6975,A,North,Alice,168
6976,B,East,Bob,137
6977,C,South,Carol,148
6978,F,Central,Eve,215
6979,D,West,David,269
6980,F,Central,Eve,139
6981,A,North,Alice,205
6982,B,East,Bob,212
6983,C,South,Carol,136
6984,F,Central,Eve,231
6985,D,West,David,215
6986,F,Central,Eve,179
6987,A,North,Alice,223
6988,B,East,Bob,210
6989,C,South,Carol,133
6990,F,Central,Eve,187
6991,D,West,David,256
6992,F,Central,Eve,138
6993,A,North,Alice,198
6994,B,East,Bob,256
6995,C,South,Carol,254
6996,F,Central,Eve,267
6997,D,West,David,286
6998,F,Central,Eve,215
6999,A,North,Alice,222
7000,B,East,Bob,267
7001,C,South,Carol,235
7002,F,Central,Eve,181
7003,D,West,David,173
7004,F,Central,Eve,208
7005,A,North,Alice,221
7006,B,East,Bob,141
7007,C,South,Carol,238
7008,F,Central,Eve,126
7009,D,West,David,196
7010,F,Central,Eve,169
7011,A,North,Alice,249
7012,B,East,Bob,198
7013,C,South,Carol,197
7014,F,Central,Eve,251
7015,D,West,David,145
7016,F,Central,Eve,249
7017,A,North,Alice,103
7018,B,East,Bob,264
7019,C,South,Carol,206
7020,F,Central,Eve,139
7021,D,West,David,270
7022,F,Central,Eve,227
7023,A,North,Alice,179
7024,B,East,Bob,273
7025,C,South,Carol,153
7026,F,Central,Eve,112
7027,D,West,David,114
7028,F,Central,Eve,214
7029,A,North,Alice,196
7030,B,East,Bob,159
7031,C,South,Carol,258
7032,F,Central,Eve,125
7033,D,West,David,232
7034,F,Central,Eve,196
7035,A,North,Alice,257
7036,B,East,Bob,219
7037,C,South,Carol,223
7038,F,Central,Eve,166
7039,D,West,David,264
7040,F,Central,Eve,182
7041,A,North,Alice,260
7042,B,East,Bob,268
7043,C,South,Carol,272
7044,F,Central,Eve,135
7045,D,West,David,164
7046,F,Central,Eve,153
7047,A,North,Alice,175
7048,B,East,Bob,231
7049,C,South,Carol,222
7050,F,Central,Eve,261
7051,D,West,David,223
7052,F,Central,Eve,222
7053,A,North,Alice,240
7054,B,East,Bob,137
7055,C,South,Carol,181
7056,F,Central,Eve,261
7057,D,West,David,226
7058,F,Central,Eve,246
7059,A,North,Alice,226
7060,B,East,Bob,238
7061,C,South,Carol,173
7062,F,Central,Eve,257
7063,D,West,David,160
7064,F,Central,Eve,179
7065,A,North,Alice,101
7066,B,East,Bob,263
7067,C,South,Carol,210
7068,F,Central,Eve,166
7069,D,West,David,163
7070,F,Central,Eve,143
7071,A,North,Alice,248
7072,B,East,Bob,198
7073,C,South,Carol,150
7074,F,Central,Eve,195
7075,D,West,David,213
7076,F,Central,Eve,245
7077,A,North,Alice,199
7078,B,East,Bob,192
7079,C,South,Carol,247
7080,F,Central,Eve,221
7081,D,West,David,200
7082,F,Central,Eve,260
7083,A,North,Alice,98
7084,B,East,Bob,198
7085,C,South,Carol,168
7086,F,Central,Eve,260
7087,D,West,David,266
7088,F,Central,Eve,239
7089,A,North,Alice,214
7090,B,East,Bob,203
7091,C,South,Carol,264
7092,F,Central,Eve,169
7093,D,West,David,167
7094,F,Central,Eve,266
7095,A,North,Alice,182
7096,B,East,Bob,195
7097,C,South,Carol,153
7098,F,Central,Eve,238
7099,D,West,David,238
7100,F,Central,Eve,180
7101,A,North,Alice,262
7102,B,East,Bob,223
7103,C,South,Carol,275
7104,F,Central,Eve,139
7105,D,West,David,245
7106,F,Central,Eve,278
7107,A,North,Alice,243
7108,B,East,Bob,309
7109,C,South,Carol,279
7110,F,Central,Eve,247
7111,D,West,David,235
7112,F,Central,Eve,268
7113,A,North,Alice,309
7114,B,East,Bob,213
7115,C,South,Carol,245
7116,F,Central,Eve,199
7117,D,West,David,192
7118,F,Central,Eve,247
7119,A,North,Alice,221
7120,B,East,Bob,200
7121,C,South,Carol,260
7122,F,Central,Eve,98
7123,D,West,David,198
7124,F,Central,Eve,168
7125,A,North,Alice,260
7126,B,East,Bob,266
7127,C,South,Carol,239
7128,F,Central,Eve,214
7129,D,West,David,203
7130,F,Central,Eve,264
7131,A,North,Alice,169
7132,B,East,Bob,167
7133,C,South,Carol,266
7134,F,Central,Eve,182
7135,D,West,David,195
7136,F,Central,Eve,153
7137,A,North,Alice,238
7138,B,East,Bob,238
7139,C,South,Carol,180
7140,F,Central,Eve,262
7141,D,West,David,223
7142,F,Central,Eve,275
7143,A,North,Alice,139
7144,B,East,Bob,245
7145,C,South,Carol,278
7146,F,Central,Eve,243
7147,D,West,David,309
7148,F,Central,Eve,279
7149,A,North,Alice,247
7150,B,East,Bob,235
7151,C,South,Carol,274
7152,F,Central,Eve,283
7153,D,West,David,286
7154,F,Central,Eve,257
7155,A,North,Alice,223
7156,B,East,Bob,239
7157,C,South,Carol,246
7158,F,Central,Eve,295
7159,D,West,David,305
7160,F,Central,Eve,177
7161,A,North,Alice,257
7162,B,East,Bob,306
7163,C,South,Carol,226
7164,F,Central,Eve,228
7165,D,West,David,225
7166,F,Central,Eve,289
7167,A,North,Alice,261
7168,B,East,Bob,255
7169,C,South,Carol,266
7170,F,Central,Eve,290
7171,D,West,David,235
7172,F,Central,Eve,250
7173,A,North,Alice,245
7174,B,East,Bob,286
7175,C,South,Carol,271
7176,F,Central,Eve,242
7177,D,West,David,282
7178,F,Central,Eve,254
7179,A,North,Alice,242
7180,B,East,Bob,263
7181,C,South,Carol,278
7182,F,Central,Eve,255
7183,D,West,David,184
7184,F,Central,Eve,257
7185,A,North,Alice,214
7186,B,East,Bob,301
7187,C,South,Carol,264
7188,F,Central,Eve,256
7189,D,West,David,275
7190,F,Central,Eve,236
7191,A,North,Alice,303
7192,B,East,Bob,284
7193,C,South,Carol,229
7194,F,Central,Eve,258
7195,D,West,David,243
7196,F,Central,Eve,306
7197,A,North,Alice,235
7198,B,East,Bob,150
7199,C,South,Carol,291
7200,F,Central,Eve,278
7201,D,West,David,240
7202,F,Central,Eve,272
7203,A,North,Alice,246
7204,B,East,Bob,266
7205,C,South,Carol,252
7206,F,Central,Eve,254
7207,D,West,David,305
7208,F,Central,Eve,307
7209,A,North,Alice,278
7210,B,East,Bob,265
7211,C,South,Carol,248
7212,F,Central,Eve,299
7213,D,West,David,280
7214,F,Central,Eve,247
7215,A,North,Alice,273
7216,B,East,Bob,254
7217,C,South,Carol,246
7218,F,Central,Eve,251
7219,D,West,David,262
7220,F,Central,Eve,245
7221,A,North,Alice,273
7222,B,East,Bob,268
7223,C,South,Carol,244
7224,F,Central,Eve,260
7225,D,West,David,271
7226,F,Central,Eve,219
7227,A,North,Alice,193
7228,B,East,Bob,149
7229,C,South,Carol,268
7230,F,Central,Eve,151
7231,D,West,David,171
7232,F,Central,Eve,202
7233,A,North,Alice,174
7234,B,East,Bob,227
7235,C,South,Carol,175
7236,F,Central,Eve,191
7237,D,West,David,240
7238,F,Central,Eve,238
7239,A,North,Alice,99
7240,B,East,Bob,142
7241,C,South,Carol,148
7242,F,Central,Eve,129
7243,D,West,David,262
7244,F,Central,Eve,190
7245,A,North,Alice,268
7246,B,East,Bob,205
7247,C,South,Carol,186
7248,F,Central,Eve,185
7249,D,West,David,173
7250,F,Central,Eve,208
7251,A,North,Alice,177
7252,B,East,Bob,190
7253,C,South,Carol,257
7254,F,Central,Eve,168
7255,D,West,David,229
7256,F,Central,Eve,152
7257,A,North,Alice,154
7258,B,East,Bob,239
7259,C,South,Carol,252
7260,F,Central,Eve,258
7261,D,West,David,184
7262,F,Central,Eve,148
7263,A,North,Alice,240
7264,B,East,Bob,169
7265,C,South,Carol,156
7266,F,Central,Eve,264
7267,D,West,David,223
7268,F,Central,Eve,233
7269,A,North,Alice,230
7270,B,East,Bob,175
7271,C,South,Carol,155
7272,F,Central,Eve,220
7273,D,West,David,283
7274,F,Central,Eve,239
7275,A,North,Alice,248
7276,B,East,Bob,256
7277,C,South,Carol,267
7278,F,Central,Eve,207
7279,D,West,David,204
7280,F,Central,Eve,209
7281,A,North,Alice,183
7282,B,East,Bob,140
7283,C,South,Carol,161
7284,F,Central,Eve,151
7285,D,West,David,257
7286,F,Central,Eve,199
7287,A,North,Alice,191
7288,B,East,Bob,236
7289,C,South,Carol,217
7290,F,Central,Eve,202
7291,D,West,David,246
7292,F,Central,Eve,194
7293,A,North,Alice,221
7294,B,East,Bob,231
7295,C,South,Carol,254
7296,F,Central,Eve,252
7297,D,West,David,196
7298,F,Central,Eve,104
7299,A,North,Alice,156
7300,B,East,Bob,250
7301,C,South,Carol,267
7302,F,Central,Eve,197
7303,D,West,David,227
7304,F,Central,Eve,248
7305,A,North,Alice,274
7306,B,East,Bob,232
7307,C,South,Carol,181
7308,F,Central,Eve,101
7309,D,West,David,161
7310,F,Central,Eve,268
7311,A,North,Alice,218
7312,B,East,Bob,192
7313,C,South,Carol,197
7314,F,Central,Eve,253
7315,D,West,David,183
7316,F,Central,Eve,177
7317,A,North,Alice,241
7318,B,East,Bob,180
7319,C,South,Carol,158
7320,F,Central,Eve,209
7321,D,West,David,273
7322,F,Central,Eve,226
7323,A,North,Alice,178
7324,B,East,Bob,151
7325,C,South,Carol,212
7326,F,Central,Eve,239
7327,D,West,David,257
7328,F,Central,Eve,165
7329,A,North,Alice,183
7330,B,East,Bob,135
7331,C,South,Carol,200
7332,F,Central,Eve,162
7333,D,West,David,218
7334,F,Central,Eve,158
7335,A,North,Alice,213
7336,B,East,Bob,215
7337,C,South,Carol,268
7338,F,Central,Eve,207
7339,D,West,David,270
7340,F,Central,Eve,245
7341,A,North,Alice,154
7342,B,East,Bob,155
7343,C,South,Carol,238
7344,F,Central,Eve,151
7345,D,West,David,185
7346,F,Central,Eve,171
7347,A,North,Alice,206
7348,B,East,Bob,232
7349,C,South,Carol,187
7350,F,Central,Eve,209
7351,D,West,David,262
7352,F,Central,Eve,154
7353,A,North,Alice,163
7354,B,East,Bob,257
7355,C,South,Carol,265
7356,F,Central,Eve,220
7357,D,West,David,201
7358,F,Central,Eve,268
7359,A,North,Alice,139
7360,B,East,Bob,241
7361,C,South,Carol,145
7362,F,Central,Eve,157
7363,D,West,David,203
7364,F,Central,Eve,163
7365,A,North,Alice,263
7366,B,East,Bob,258
7367,C,South,Carol,251
7368,F,Central,Eve,140
7369,D,West,David,179
7370,F,Central,Eve,211
7371,A,North,Alice,271
7372,B,East,Bob,181
7373,C,South,Carol,130
7374,F,Central,Eve,264
7375,D,West,David,221
7376,F,Central,Eve,194
7377,A,North,Alice,201
7378,B,East,Bob,166
7379,C,South,Carol,254
7380,F,Central,Eve,144
7381,D,West,David,171
7382,F,Central,Eve,240
7383,A,North,Alice,232
7384,B,East,Bob,145
7385,C,South,Carol,275
7386,F,Central,Eve,146
7387,D,West,David,207
7388,F,Central,Eve,157
7389,A,North,Alice,146
7390,B,East,Bob,139
7391,C,South,Carol,223
7392,F,Central,Eve,224
7393,D,West,David,174
7394,F,Central,Eve,152
7395,A,North,Alice,223
7396,B,East,Bob,223
7397,C,South,Carol,239
7398,F,Central,Eve,246
7399,D,West,David,295
7400,F,Central,Eve,305
7401,A,North,Alice,177
7402,B,East,Bob,257
7403,C,South,Carol,306
7404,F,Central,Eve,226
7405,D,West,David,228
7406,F,Central,Eve,225
7407,A,North,Alice,289
7408,B,East,Bob,261
7409,C,South,Carol,255
7410,F,Central,Eve,266
7411,D,West,David,290
7412,F,Central,Eve,235
7413,A,North,Alice,250
7414,B,East,Bob,245
7415,C,South,Carol,286
7416,F,Central,Eve,271
7417,D,West,David,242
7418,F,Central,Eve,282
